TITLE = "PARTICLE HISTORY"
VARIABLES = "Residence Time","X","Y","Z","U","V","W","Diameter","id"
ZONE T = "Particles",STRANDID = 50,SOLUTIONTIME = 0.2,DT = (DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE DOUBLE)
1.00000e-01	 2.37158e-02	 3.62875e+00	 1.69634e+00	 1.01067e-02	-3.74513e-01	-2.03377e-02	 1.20000e-05	 1.00000e+00 
1.00000e-01	 2.35993e-02	 3.62917e+00	 1.69637e+00	 8.97998e-03	-3.75824e-01	-2.17623e-02	 2.30000e-05	 2.00000e+00 
1.00000e-01	 2.24377e-02	 3.62845e+00	 1.69681e+00	 1.08971e-02	-3.81134e-01	-2.11767e-02	 1.00000e-06	 1.00000e+01 
1.00000e-01	 2.23748e-02	 3.62859e+00	 1.69686e+00	 1.03757e-02	-3.80968e-01	-2.20122e-02	 1.20000e-05	 1.10000e+01 
1.00000e-01	 2.22925e-02	 3.62897e+00	 1.69686e+00	 9.53921e-03	-3.80952e-01	-2.31933e-02	 2.30000e-05	 1.20000e+01 
1.00000e-01	-4.57712e-03	 3.61969e+00	 1.68269e+00	-6.72541e-03	-4.12161e-01	-1.67357e-02	 1.00000e-06	 2.00000e+01 
1.00000e-01	-4.55858e-03	 3.61984e+00	 1.68277e+00	-6.79026e-03	-4.12976e-01	-1.75418e-02	 1.20000e-05	 2.10000e+01 
1.00000e-01	-4.52697e-03	 3.62027e+00	 1.68280e+00	-6.61005e-03	-4.15127e-01	-1.98335e-02	 2.30000e-05	 2.20000e+01 
1.00000e-01	 1.33670e-02	 3.63331e+00	 1.70300e+00	 6.48493e-04	-3.88796e-01	-3.69649e-02	 1.00000e-06	 3.00000e+01 
1.00000e-01	 1.33515e-02	 3.63354e+00	 1.70312e+00	 9.55452e-04	-3.86864e-01	-3.87698e-02	 1.20000e-05	 3.10000e+01 
1.00000e-01	 1.32972e-02	 3.63393e+00	 1.70312e+00	 2.01738e-04	-3.88188e-01	-4.03505e-02	 2.30000e-05	 3.20000e+01 
1.00000e-01	 1.19513e-02	 3.63884e+00	 1.70597e+00	-2.47729e-03	-3.77797e-01	-5.04202e-02	 1.00000e-06	 4.00000e+01 
1.00000e-01	 1.19332e-02	 3.63895e+00	 1.70603e+00	-2.65057e-03	-3.77230e-01	-5.08919e-02	 1.20000e-05	 4.10000e+01 
1.00000e-01	 1.20066e-02	 3.63886e+00	 1.70598e+00	-3.27642e-03	-3.78880e-01	-5.25374e-02	 2.30000e-05	 4.20000e+01 
1.00000e-01	-4.77572e-04	 3.62408e+00	 1.67838e+00	 2.82039e-04	-3.92898e-01	-3.21573e-02	 1.00000e-06	 5.00000e+01 
1.00000e-01	-4.82590e-04	 3.62409e+00	 1.67843e+00	-4.75080e-04	-3.94130e-01	-3.18720e-02	 1.20000e-05	 5.10000e+01 
